symbol,name,currency,sector,sectorcode,ISIN,trailingPE,EPS,analist_estimate,Price_book,TangibleValuePerShare,enterpriseToEbitda,totalDebt,currentRatio,growthrate,growthrate_quarter,beta,priceToSalesTrailing12Months,extrainfo,value_score,risc_score,growth_score
CPHCAP-ST.CO,Copenhagen Capital Stam,DKK,Real Estate,3510,DK0060093607,20.303028,0.33,1.0,1.1709192,0.0,31.322,1.42564500443783,0.288,0.385779254853944,1.22246123509904,0.485665,8.400994,,10.0,40.0,50.0
CRAD-B.ST,C-RAD B,SEK,Health Care,2010,SE0002016352,90.0,0.43,1.0,6.519542,0.0,45.195,0.00405180190511139,3.77,0.154968176318973,-0.188235294117647,1.14035,5.166354,,0.0,50.0,40.0
CTH1V.HE,Componenta Oyj,EUR,Basic Materials,5510,FI4000476783,0.0,-0.2,1.0,1.0059642,,10.205,0.458221462934686,1.046,0.573117048346056,-0.459281961471103,0.563115,0.24522944,SMALL CAP,10.0,10.0,40.0
DANT.CO,Dantax,DKK,Consumer Services,4020,DK0015205637,18.625849,20.187,1.0,1.4965115,0.0,138.351,0.000359620643375716,17.878,-0.221519179412479,1.81609195402299,0.455712,5.2431564,SMALL CAP,10.0,40.0,10.0
DEDI.ST,Dedicare B,SEK,Health Care,2010,SE0003909282,27.827648,4.456,1.0,7.771858,0.0,8.127,0.0597409713881948,1.56,0.146245398803227,1.40102382510296,0.80231,0.8715465,,10.0,40.0,30.0
DIGIGR.HE,Digitalist Group Oyj,EUR,Technology,1010,FI0009008007,0.0,-0.02,1.0,0.0,-2.37068015086544,-12.279,2.61632753809917,0.297,-0.0792436431256822,0.896130346232179,0.870774,0.68009657,SMALL CAP,20.0,90.0,0.0
DJUR.CO,Djurslands Bank,DKK,Financials,3010,DK0060136273,17.506632,18.85,1.0,0.75621295,0.0,0.0,0.144400135180804,,0.0727719682720459,0.0,0.341891,2.1291444,FINANCE,20.0,30.0,10.0
DORO.ST,DORO,SEK,Telecommunications,1510,SE0000215493,6.780269,2.23,1.0,0.42703417,0.61199719387188,6.071,0.255021487273134,1.626,-0.190332563994964,0.532673267326733,0.80445,0.38502264,,50.0,10.0,0.0
DOV1V.HE,Dovre Group Oyj,EUR,Industrials,5020,FI0009008098,37.749996,0.016,1.0,2.5811965,0.0,8.294,0.123138591756809,1.186,0.408269177893869,0.776617480136209,0.866495,0.34715056,SMALL CAP,10.0,50.0,40.0
DURC-B.ST,Duroc B,SEK,Basic Materials,5510,SE0000331266,18.22868,1.067,1.0,0.8233502,1.2104022210978,7.192,0.746794998900326,1.748,0.101701183431953,1.43555555555556,1.078733,0.20388389,,30.0,20.0,30.0
EAC.CO,EAC Invest,DKK,Industrials,5020,DK0061277894,28.064005,427.594,1.0,16.86663,,0.0,0.0,80.5,0.0,2.0,0.99786,,FINANCE,0.0,50.0,10.0
EEZY.HE,Eezy Oyj,EUR,Industrials,5020,FI4000322326,28.888887,0.108,1.0,0.7684729,0.405177405333114,10.92,0.776763846796745,0.769,0.975100369654092,0.453921988855551,1.668093,0.3300322,SMALL CAP,20.0,40.0,40.0
EGTX.ST,Egetis Therapeutics,SEK,Health Care,2010,SE0003815604,0.0,-1.634,1.0,1.1002975,0.00684100820848491,-5.313,0.00507419429563208,10.435,0.680886888093297,1.78547366271948,1.179289,31.715567,,30.0,10.0,50.0
ELEAV.HE,Elecster Oyj A,EUR,Industrials,5020,FI0009900658,24.615385,0.26,1.0,0.94270146,0.983623332527526,21.216,1.51664107311606,3.465,-0.10530929422635,-2.06066176470588,0.899871,0.7347679,SMALL CAP,20.0,50.0,0.0
ELON.ST,Elon,SEK,Consumer Services,4040,SE0001572520,0.0,,1.0,0.0,-2277904327.99544,10.388,2277904327.99544,1.229,0.0142274704971752,0.211428571428571,1.165596,,SMALL CAP,0.0,80.0,0.0
EMPIR-B.ST,Empir Group B,SEK,Technology,1010,SE0010769182,0.0,-4.324,1.0,0.36152953,,-0.185,0.0919301704418853,8.323,-0.476712531047434,0.519544959457824,0.83697,2.0845485,SMALL CAP,40.0,20.0,0.0
ENDO.ST,Endomines,SEK,Basic Materials,5510,SE0018690059,0.0,-1.671,1.0,20.404922,0.00223077893147947,-4.733,0.0172843584674423,0.908,-0.706014298735331,0.30607914849721,0.37869,186.21738,,20.0,40.0,0.0
ENEDO.HE,Enedo Oyj,EUR,Industrials,5020,FI4000415252,0.0,-0.698,1.0,0.0,0.283908064390533,-10.695,0.758511551409499,0.702,0.131132745457774,0.149209191286183,1.604193,0.45020652,SMALL CAP,20.0,50.0,20.0
ENRO.ST,Eniro Group,SEK,Consumer Services,4030,SE0011256312,0.102570094,8.56,1.0,0.34580544,0.427814666962573,-0.568,0.906967093960655,0.859,-0.252871500358937,-8.0,,0.06317461,SMALL CAP,60.0,40.0,0.0
ENRO-PREF-A.ST,Eniro Group Pref A,SEK,Consumer Services,4030,SE0014957320,0.08107476,8.56,1.0,0.27333596,-144092219018.732,-0.697,144092219018.732,0.859,-0.252871500358937,-8.0,,,SMALL CAP,60.0,70.0,0.0
ENRO-PREF-B.ST,Eniro Group Pref B,SEK,Consumer Services,4030,SE0016278071,15.186915,8.56,1.0,51.20126,-769230769.223077,68.574,769230769.223077,0.859,-0.252871500358937,-8.0,,,SMALL CAP,0.0,100.0,0.0
EPIS-B.ST,Episurf B,SEK,Health Care,2010,SE0003491562,0.0,-0.394,1.0,2.3250327,,-4.551,0.0133663667370656,14.854,0.275,1.22012578616352,0.854514,75.05428,,20.0,10.0,50.0
ESENSE.HE,Enersense International Oyj,EUR,Industrials,5020,FI4000301585,0.0,-0.015,1.0,3.6099584,0.465707462250616,18.892,0.353478312510395,0.883,1.57226829879213,-7.02040816326531,1.589393,0.34307864,SMALL CAP,0.0,40.0,40.0
ESG.CO,Ennogie Solar Group,DKK,Financials,3020,DK0010305077,0.0,,1.0,0.0,-4016064256.98795,0.0,4016064256.98795,1.922,-0.814962429928836,18.4765625,,,SMALL CAP,0.0,90.0,20.0
EWRK.ST,Ework Group,SEK,Industrials,5020,SE0002402701,30.604094,4.006,1.0,10.467002,,12.928,0.15005674381396,1.029,0.111932771654823,1.09717690452546,0.805733,0.13864185,,0.0,40.0,30.0
EXL1V.HE,Exel Composites Oyj,EUR,Industrials,5020,FI0009007306,9.910554,0.559,1.0,2.2817132,0.204858049235794,11.062,0.799098929658641,0.971,0.146649156731157,-1.77764636309876,1.345742,0.46134505,SMALL CAP,20.0,40.0,20.0
FED.CO,Fast Ejendom Danmark,DKK,Real Estate,3510,DK0060522746,12.151395,10.04,1.0,0.76911443,0.0,23.601,1.87142396042384,1.148,0.00663821059342,0.680622746063858,0.358151,4.1168075,,30.0,30.0,0.0
FELLOW.HE,Fellow Pankki Oyj,EUR,Financials,3010,FI4000170915,0.0,-0.123,1.0,0.20479706,,-9.962,80.2342640087042,128.458,-0.164786966999396,2.11791285637439,,0.44202235,FINANCE,40.0,70.0,20.0
FFARMS.CO,FirstFarms,DKK,Consumer Goods,4510,DK0060056166,25.429117,3.146,1.0,1.2520345,0.0275056035439772,33.066,0.772459744351522,1.095,0.416390441924622,2.45862521891419,0.25246,1.7826141,,10.0,30.0,60.0
FPIP.ST,Formpipe Software,SEK,Technology,1010,SE0001338039,33.59375,0.64,1.0,2.7606573,,28.748,0.0592150807305427,0.52,0.0313050549688493,0.0222793988655634,0.71673,2.4649365,,0.0,30.0,0.0
FYNBK.CO,Fynske Bank,DKK,Financials,3010,DK0060520377,26.80067,4.776,1.0,0.8413912,0.0,0.0,0.267373829310117,,-0.0286869200955252,0.0,0.627727,3.5960734,FINANCE,20.0,40.0,0.0
GERHSP.CO,German High Street Properties,DKK,Real Estate,3510,DK0060093524,0.0,-15.923,1.0,7.2989,0.0,0.0,0.0938479611366512,1.906,0.0259567530461644,0.585118376550169,0.474112,80.852325,,0.0,30.0,0.0
GIG.OL,Gaming Innovation Group,SEK,Consumer Services,4050,US36467X2062,0.0,-1.997,1.0,675.0,0.0148836820137541,219.063,0.0232671984489403,0.784,0.169601815395954,1.88671023965142,0.878904,27.553373,,0.0,30.0,50.0
GJ.CO,Glunz & Jensen Holding,DKK,Industrials,5020,DK0010249309,0.0,-11.3,1.0,2.035278,,11.107,0.561901837631944,1.057,-0.222872391872049,1.01642857142857,0.375695,0.96620554,SMALL CAP,0.0,40.0,10.0
GLA1V.HE,Glaston Oyj Abp,EUR,Industrials,5010,FI4000369657,0.0,-0.071,1.0,1.1449815,0.38733308319189,10.513,0.494325710308872,0.986,0.568703380728566,0.782608695652174,1.161317,0.38035363,SMALL CAP,10.0,20.0,40.0
GREENM.CO,GreenMobility,DKK,Industrials,5020,DK0060817898,0.0,-24.224,1.0,2.9864566,0.0,-8.799,0.897009425849479,1.913,0.53298788641548,1.34827543269829,0.964484,2.8813796,SMALL CAP,20.0,40.0,50.0
GRLA.CO,Grønlandsbanken,DKK,Financials,3010,DK0010230630,10.93458,53.5,1.0,0.8947102,0.0,0.0,0.0540598290598291,,0.0696179094153959,0.0,0.333761,3.237619,FINANCE,30.0,20.0,10.0
HANZA.ST,HANZA,SEK,Industrials,5020,SE0005878543,1328.9474,0.038,1.0,3.471506,0.135537129798995,10.489,0.401353722050759,1.019,0.180326963437535,1.62769230769231,1.673085,0.5975742,,0.0,50.0,50.0
HARB-B.CO,Harboes Bryggeri B,DKK,Consumer Goods,4510,DK0060014751,0.0,-4.458,1.0,0.42860335,0.667166821316556,6.354,0.521359847840367,1.645,0.00334472273024287,-0.492653128611524,0.560547,0.19958472,SMALL CAP,30.0,20.0,0.0
HAV-B.ST,Havsfrun Investment B,SEK,Financials,3020,SE0000312043,0.0,-1.435,1.0,1.1252522,0.0,-8.44,0.0,62.045,-1.07666592377981,2.49849978568367,0.346598,-1088.3809,FINANCE,30.0,40.0,20.0
HONBS.HE,Honkarakenne Oyj B,EUR,Consumer Services,4020,FI0009900104,9.854167,0.48,1.0,1.8957916,0.205613477881139,1.541,0.113829199786569,1.217,0.119528825739017,0.978952520802741,1.376123,0.36118886,SMALL CAP,50.0,20.0,20.0
HVID.CO,Hvidbjerg Bank,DKK,Financials,3010,DK0060135978,12.823645,8.188,1.0,1.013905,0.0,0.0,0.309898634333953,,0.121908426996796,0.0,0.177578,1.7564117,FINANCE,20.0,30.0,20.0
IBT-B.ST,Infant Bacterial TherapeuticsB,SEK,Health Care,2010,SE0008015259,0.0,-6.414,1.0,1.463987,0.0,0.0,0.0,19.067,0.0,7.71052631578947,1.114249,,,10.0,10.0,20.0
IFA1V.HE,Innofactor Plc,EUR,Technology,1010,FI0009007637,9.053572,0.112,1.0,1.4444445,0.12622493577892,10.002,0.372933634729262,0.742,0.028878436589383,2.20417633410673,1.050492,0.54460156,SMALL CAP,30.0,20.0,20.0
ILKKA2.HE,Ilkka Oyj 2,EUR,Consumer Services,4030,FI0009800205,0.0,,1.0,0.0,-27397260273.6986,17.157,27397260273.6986,2.341,0.153923127535914,-0.624775583482944,0.628583,,SMALL CAP,0.0,80.0,40.0
IMAIL.CO,InterMail,DKK,Industrials,5020,DK0010212224,0.0,-0.928,1.0,3.2250416,0.145568392862807,6.402,1.67438398530205,0.642,-0.0967548476147595,1.6575473962083,0.442875,0.42572752,SMALL CAP,10.0,70.0,10.0
IMMU.ST,Mendus,SEK,Health Care,2010,SE0005003654,0.0,-1.171,1.0,0.7277526,,-3.463,0.113370637677571,5.215,0.0,1.08130206134122,0.86949,320.70325,,40.0,0.0,10.0
INFREA.ST,Infrea,SEK,Industrials,5020,SE0010600106,12.434241,2.091,1.0,1.2211733,,11.852,0.793562172238358,1.12,1.01497842091902,2.07831325301205,1.04339,0.3153905,FINANCE,20.0,20.0,60.0
INVEST.HE,Investors House Oyj,EUR,Real Estate,3510,FI0009900559,0.0,-0.37,1.0,0.79699725,1.00065133812496,8.62,0.696868279854075,1.859,0.0670567812744988,4.18181818181818,0.541292,2.6754518,SMALL CAP,30.0,20.0,30.0
IRRAS.ST,IRRAS,SEK,Health Care,2010,SE0008321202,0.0,-2.464,1.0,0.16830245,,-0.375,0.899460431263448,1.099,0.713046379713046,1.31111111111111,1.938526,1.1608782,SMALL CAP,40.0,20.0,50.0
IS.ST,Image Systems,SEK,Industrials,5020,SE0006421871,0.0,-0.21,1.0,1.4459248,0.196247133857697,8.912,0.117262219301968,0.898,0.0858208955223881,-0.15625,0.933675,1.0306098,SMALL CAP,20.0,20.0,10.0
KABE-B.ST,KABE Group B,SEK,Consumer Services,4020,SE0000107724,27.270287,7.444,1.0,1.5859375,0.0,4.219,0.0480882007975604,2.094,-0.045421511627907,1.40350877192982,0.907145,0.5424585,,30.0,30.0,10.0
KDEV.ST,Karolinska Development B,SEK,Health Care,2010,SE0002190926,0.0,-1.183,1.0,0.3704516,0.0,-7.519,0.0037118764600416,26.687,-0.0824926781646599,1.07929334428924,0.365853,136.17891,,40.0,20.0,10.0
KELAS.HE,Kesla Oyj A,EUR,Industrials,5020,FI0009900237,48.333332,0.09,1.0,1.1453396,,15.358,1.59190949308356,1.811,-0.0150619119474525,-0.299157303370786,0.942661,0.31888774,SMALL CAP,10.0,60.0,0.0
KLEE-B.CO,Brd. Klee B,DKK,Industrials,5020,DK0010129089,49.09118,94.518,1.0,2.7596543,0.242996129945687,9.276,0.07198029564217,2.883,-0.0305012158901735,0.943427876119014,0.0,1.1272819,SMALL CAP,10.0,60.0,0.0
KOSKI.HE,Koskisen Oyj,EUR,Basic Materials,5510,FI4000533005,,,,,,,,,,,,,,,,
KRE.CO,Kreditbanken,DKK,Financials,3010,DK0010253764,11.223883,354.601,1.0,0.9546597,0.0,0.0,0.047439934512037,,0.032346519067689,0.0,0.348737,3.544803,FINANCE,30.0,20.0,0.0
KREATE.HE,Kreate Group Oyj,EUR,Industrials,5010,FI4000476866,0.0,,1.0,1.997242,0.159149254531943,9.344,0.648072773162427,1.002,0.0,0.610079575596817,,0.29228553,SMALL CAP,20.0,30.0,0.0
KSLAV.HE,Keskisuomalainen Oyj A,EUR,Consumer Services,4030,FI0009007546,5.923001,2.026,1.0,1.3019421,0.290379167022201,4.025,0.997043187273463,0.97,0.227685694159296,2.22629279977455,0.529738,0.5479147,SMALL CAP,50.0,30.0,60.0
LAMM-B.ST,Lammhults Design Group B,SEK,Consumer Services,4020,SE0000386138,0.0,-1.2,1.0,0.5149617,0.0595855088042588,5.422,0.625447891072891,1.203,-0.0475894245723173,0.513888888888889,0.994437,0.3118611,,40.0,30.0,0.0
LEHTO.HE,Lehto Group Oyj,EUR,Industrials,5010,FI4000081138,0.0,-0.115,1.0,0.1637324,2.64140937080772,-2.761,5.12224284360867,2.186,-0.185118509074958,0.0,1.470261,0.048644945,SMALL CAP,40.0,60.0,0.0
LOLB.CO,Lollands Bank,DKK,Financials,3010,DK0060000107,9.475408,58.045,1.0,0.9671282,0.0,0.0,0.112038720538721,,0.0557609191630735,0.0,-0.085151,2.8049166,FINANCE,40.0,20.0,10.0
LUXOR-B.CO,Luxor B,DKK,Financials,3020,DK0010213628,26.605448,32.888,1.0,2.36704,0.0,18.69,0.676987012987013,0.04,0.104642534302945,0.9209797657082,-0.031236,8.203052,FINANCE,0.0,50.0,20.0
MAHA-A.ST,Maha Energy,SEK,Energy,6010,SE0008374383,0.0,-0.101,1.0,16.407679,,23.9,0.0523779299868275,1.047,0.302082395655174,1.06346849772664,2.069319,13.346557,,0.0,20.0,50.0
MARAS.HE,Martela Oyj A,EUR,Consumer Services,4020,FI0009900385,0.0,-1.16,1.0,0.8976727,2.04707419146851,4.201,1.53943515455701,0.995,-0.0553322017458778,0.0641754670999188,1.396234,0.0934646,SMALL CAP,40.0,40.0,0.0
MEAB-B.ST,Malmbergs Elektriska B,SEK,Industrials,5020,SE0000507659,15.411765,3.4,1.0,1.2709501,0.132675996607294,9.724,0.250429389312977,3.346,0.0106118117627852,0.424541832669323,1.089858,0.64563227,,20.0,20.0,0.0
MIDW-A.ST,Midway A,SEK,Industrials,5020,SE0000122657,36.338028,0.71,1.0,1.4360459,1.04627201676886,6.139,1.23067843645329,,-0.0179757717858539,1.68181818181818,0.774925,0.665126,,20.0,50.0,10.0
MIDW-B.ST,Midway B,SEK,Industrials,5020,SE0000122673,36.90141,0.71,1.0,1.4583102,0.587155210204416,6.176,0.690641864131407,,-0.0179757717858539,1.68181818181818,0.774925,0.67833763,,20.0,40.0,10.0
MILDEF.ST,Mildef Group,SEK,Industrials,5020,SE0016074249,45.171505,1.895,1.0,5.7207775,0.0553463011643167,99.749,0.0279299779657515,2.698,0.0,-6.52173913043478,,5.2167683,,0.0,50.0,0.0
MNBA.CO,Møns Bank,DKK,Financials,3010,DK0060133841,14.43662,14.2,1.0,0.83188933,,0.0,0.353877677959048,,0.0837595738038143,0.0,0.535301,2.1818438,FINANCE,30.0,10.0,10.0
MOB.ST,Moberg Pharma,SEK,Health Care,2010,SE0013121340,7.7850165,0.307,1.0,0.12240091,,-2.938,0.0324113966031849,11.083,-0.0737536726886974,1.06211046636579,0.608472,,SMALL CAP,60.0,20.0,10.0
MOMENT.ST,Moment Group,SEK,Consumer Services,4050,SE0000680902,0.0,-7.064,1.0,0.0,0.583928409348599,43.832,2.04037714272032,0.733,-0.368124921665114,0.318181818181818,1.350449,0.38373122,SMALL CAP,0.0,80.0,0.0
MSAB-B.ST,Micro Systemation B,SEK,Technology,1010,SE0000526626,45.909092,0.88,1.0,8.450115,0.0,22.996,0.0111941880455821,2.004,0.0321156016862419,0.536110426423466,,2.1138303,,0.0,50.0,0.0
MTHH.CO,MT Højgaard Holding,DKK,Industrials,5010,DK0010255975,12.757872,12.894,1.0,2.09792,0.325996908734313,5.927,0.628018776773114,1.197,76.0095652173913,0.8743961352657,1.231921,0.15616931,,30.0,30.0,40.0
MVIR-B.ST,Medivir B,SEK,Health Care,2010,SE0000273294,0.0,-0.935,1.0,1.5990015,0.0,-3.293,0.0225905177776546,4.258,-0.0980702342538658,1.78861788617886,0.274711,34.794266,,30.0,20.0,10.0
NAXS.ST,NAXS,SEK,Financials,3020,SE0001965369,9.281988,6.518,1.0,0.95978427,0.0,0.0,0.0,299.071,0.835536712503243,0.70148329085245,,3.7502213,FINANCE,40.0,20.0,40.0
NELLY.ST,Nelly Group,SEK,Consumer Services,4040,SE0015245535,0.24510524,34.067,1.0,0.6424065,,-8.308,2.19439853034427,0.852,-0.42195413942352,6.0,1.190415,0.11707472,SMALL CAP,60.0,60.0,20.0
NETI-B.ST,Net Insight B,SEK,Telecommunications,1510,SE0000366098,0.0,-0.115,1.0,4.0104465,0.0138689642179934,46.133,0.0114922722521352,3.61,-0.104081430608672,0.792528687494765,0.221223,6.1724496,,0.0,40.0,0.0
NEWCAP.CO,Newcap Holding,DKK,Financials,3020,DK0010212570,,,,,,,,,,,,,,,,
NGS.ST,NGS Group,SEK,Industrials,5020,SE0009947708,14.620253,0.79,1.0,0.45096052,0.0,5.739,0.219643880696295,1.183,-0.159449221949222,1.17006802721088,0.655969,0.19352889,SMALL CAP,50.0,30.0,10.0
NICA.ST,Nanologica,SEK,Health Care,2010,SE0005454873,0.0,-0.875,1.0,3.7067277,-8810572687.13657,-7.77,8810572687.13657,3.41,1.0079615639591,1.02258541392904,1.492511,,SMALL CAP,20.0,80.0,50.0
NIL-B.ST,Nilörngruppen B,SEK,Consumer Services,4020,SE0007100342,27.866623,2.939,1.0,4.4508452,0.170623285926868,6.549,0.126140113690391,1.608,-0.00762439358954481,1.53206812984265,1.537013,0.9816085,,10.0,50.0,10.0
NIXU.HE,Nixu Oyj,EUR,Technology,1010,FI0009008387,0.0,-0.25,1.0,3.6363637,0.0463044658384173,-63.971,0.136896754817004,0.92,0.223465497046876,0.846491228070175,0.886606,0.9516665,SMALL CAP,20.0,40.0,40.0
NLG1V.HE,Nurminen Logistics Oyj,EUR,Industrials,5020,FI0009900187,0.0,-0.093,1.0,12.962962,0.273401331417253,10.261,0.664972197042357,0.852,0.173311230570277,0.467848791893998,0.637141,0.35992044,SMALL CAP,0.0,50.0,40.0
NORDIC.CO,Nordic Shipholding,DKK,Energy,6010,DK0060083996,0.0,-0.25,1.0,0.0,0.0,99.335,0.613250073392665,0.339,0.0121694574068991,0.121641791044776,0.725716,1.6098664,SMALL CAP,0.0,50.0,0.0
NOVA.IC,Nova Klúbburinn,ISK,Telecommunications,1510,IS0000031045,,,,,,,,,,,,,,,,
NRDF.CO,Nordfyns Bank,DKK,Financials,3010,DK0061295441,12.369943,17.3,1.0,0.5863351,,0.0,0.283853630681211,,0.108470183832245,0.0,0.587935,1.7066659,FINANCE,30.0,10.0,20.0
NTEK-B.ST,NOVOTEK B,SEK,Technology,1010,SE0000567752,15.821428,2.8,1.0,2.708155,0.224240319499913,8.528,0.0,1.937,0.142087717507243,0.370145631067961,1.09714,1.1786026,,10.0,30.0,20.0
NTR-B.CO,NTR Holding B,DKK,Industrials,5020,DK0010027671,3.4385967,1.425,1.0,0.09117297,0.0,1.702,0.0345115787640938,7.238,-0.485294117647059,0.428571428571429,,,SMALL CAP,60.0,30.0,0.0
OP.ST,Oscar Properties Holding,SEK,Real Estate,3510,SE0016278303,3.0682929,0.41,1.0,0.07299948,,41.143,28.1023850983882,0.136,-0.576935054640168,10.5882352941176,1.037211,0.43351695,SMALL CAP,40.0,60.0,20.0
OP-PREF.ST,Oscar Properties Holding PREF,SEK,Real Estate,3510,SE0016278311,1034.4827,2.9,1.0,174.08461,,3169.565,0.0592586083171414,0.136,-0.576935054640168,10.5882352941176,1.037211,33.194992,,0.0,50.0,20.0
OP-PREFB.ST,Oscar Properties Holding PREFB,SEK,Real Estate,3510,SE0016278329,2620.6895,2.9,1.0,441.01434,,8689.617,0.0233915559146611,0.136,-0.576935054640168,10.5882352941176,1.037211,14.6731825,BIG CAP,0.0,50.0,20.0
OPTOMED.HE,Optomed Oyj,EUR,Health Care,2010,FI4000410881,0.0,-0.37,1.0,3.7158701,0.0879126293024697,-9.114,0.0968215573197372,2.847,0.0487263250623991,1.39913097454997,2.247031,4.5221457,SMALL CAP,20.0,40.0,10.0
ORIGO.IC,Origo,ISK,Technology,1010,IS0000000396,22.182253,4.17,1.0,4.1320467,0.0240559302342937,66.961,0.0719905381007121,1.51,0.0469005838762701,0.780280596515,0.253251,2.0281982,,0.0,40.0,0.0
ORTHEX.HE,Orthex Oyj,EUR,Consumer Services,4020,FI4000480504,33.0625,0.16,1.0,3.2735147,0.134621921407047,15.344,0.350898366346431,1.805,0.0,1.40817650876055,,1.104207,SMALL CAP,0.0,60.0,10.0
ORTI-A.ST,Ortivus A,SEK,Health Care,2010,SE0000188930,37.35294,0.17,1.0,7.9673777,,21.238,0.279481241315424,2.392,0.460281806164869,0.225102880658436,0.497453,2.4398615,SMALL CAP,0.0,50.0,40.0
ORTI-B.ST,Ortivus B,SEK,Health Care,2010,SE0000123085,28.333332,0.18,1.0,6.3989964,,17.664,0.0138865874988493,2.392,0.460281806164869,0.225102880658436,0.497453,2.347017,SMALL CAP,0.0,40.0,40.0
OVARO.HE,Ovaro Kiinteistösijoitus Oyj,EUR,Real Estate,3510,FI4000349113,0.0,-1.38,1.0,0.44915783,,0.0,0.581548673842008,5.837,-0.173885897135722,0.854700854700855,,4.0353165,SMALL CAP,20.0,30.0,0.0
PARKEN.CO,PARKEN Sport & Entertainment,DKK,Consumer Services,4050,DK0010237643,6.8629255,10.87,1.0,0.7993742,0.0930563847625255,6.351,1.85652707101204,0.603,0.0690607434293379,4.43719334489246,0.740697,0.5991603,,50.0,30.0,30.0
PARKST-A.CO,Park Street A,DKK,Real Estate,3510,DK0010158500,24.4,0.5,1.0,0.6462891,0.0501238353579432,27.146,9.34905610284647,0.772,0.0110676341168692,0.982834139301719,-0.091656,4.2260194,SMALL CAP,20.0,70.0,0.0
PENG-B.ST,Projektengagemang Sweden B,SEK,Industrials,5010,SE0011337666,17.460318,0.63,1.0,0.4719005,0.00177011034159825,9.802,1.37266156623139,1.136,-0.0292358775482188,-0.371799368642582,0.742122,0.30139667,SMALL CAP,30.0,60.0,0.0
PENNEO.CO,Penneo,DKK,Technology,1010,DK0061283009,0.0,-0.691,1.0,3.0057108,0.0,-15.896,0.0827979923155004,4.132,0.0,0.72203175344056,0.388474,4.9313197,,20.0,30.0,0.0
PION-B.ST,PION Group B,SEK,Industrials,5020,SE0000567539,6.8333335,1.8,1.0,2.586207,0.0,4.767,0.0667884457602515,1.361,-0.100861286581257,0.464466186431567,1.347042,0.2682395,,40.0,30.0,0.0
PNA1V.HE,Panostaja Oyj,EUR,Financials,3020,FI0009800379,8.250001,0.08,1.0,0.8375635,0.0822543138761301,37.842,1.7412127325073,,-0.144190641753092,0.490396403759706,0.762632,0.25457856,SMALL CAP,40.0,50.0,0.0
PREC.ST,Precise Biometrics,SEK,Technology,1010,SE0018013849,0.0,-0.325,1.0,1.0162601,,-14.276,0.0,1.911,0.238968142508685,63.2844827586207,1.106149,1.8725337,SMALL CAP,30.0,10.0,60.0
PREV-B.ST,Prevas B,SEK,Technology,1010,SE0000356008,12.980269,9.63,1.0,3.1114652,0.19866286805822,8.882,0.0606545252691815,1.638,0.143343636384861,0.769418116133222,1.565609,1.2946814,,20.0,30.0,20.0
PRIMOF.CO,Prime Office,DKK,Real Estate,3510,DK0060137594,4.3709617,52.62,1.0,0.71520966,0.0,24.725,1.78119978044005,5.263,0.0540255921157209,0.736017421787858,0.112808,4.6928105,,40.0,30.0,10.0
PROF-B.ST,Profilgruppen B,SEK,Basic Materials,5510,SE0000393860,5.078322,19.79,1.0,1.3611616,0.49327628649562,4.133,0.579075160755218,1.137,0.0465303095841315,0.509090909090909,0.788484,0.27078384,,50.0,20.0,0.0
PUMU.HE,PunaMusta Media Oyj,EUR,Consumer Services,4030,FI0009900468,12.388888,0.36,1.0,1.3389373,0.0778896635414455,12.592,0.353660490662785,1.052,0.155028028305162,1.36267364355572,0.27497,0.6111503,SMALL CAP,20.0,20.0,50.0
QLIRO.ST,Qliro,SEK,Financials,3020,SE0013719077,0.0,-3.728,1.0,0.37412888,,0.0,0.454567108469531,,0.32375807884024,0.0,0.411578,0.70827276,FINANCE,20.0,20.0,40.0
QPR1V.HE,QPR Software Oyj,EUR,Technology,1010,FI0009008668,0.0,-0.053,1.0,3.0601094,0.0,-3.917,0.229397976292762,0.566,-0.0626306360107495,1.62536873156342,0.95721,0.8679023,SMALL CAP,20.0,50.0,10.0
RAIL.ST,Railcare Group,SEK,Industrials,5020,SE0010441139,11.120264,1.821,1.0,2.5071192,0.00134693905540884,7.755,0.436324342515139,0.754,0.376598330914369,0.504005977832206,0.353872,0.99688405,,20.0,20.0,40.0
RAUTE.HE,Raute Oyj A,EUR,Industrials,5020,FI0009004741,0.0,-0.271,1.0,1.1641643,1.03061363480807,-4.286,0.39175013120851,0.901,-0.185747515097269,-1.9943661971831,0.842961,0.2573053,SMALL CAP,30.0,20.0,0.0
RBLN-B.CO,Roblon B,DKK,Industrials,5020,DK0060485019,60.74766,2.568,1.0,4.733584,0.0,17.519,0.0903988754889179,1.685,0.117903303973572,-14.4026186579378,0.656397,0.8194663,SMALL CAP,0.0,60.0,20.0
REKA.HE,Reka Industrial Oyj,EUR,Industrials,5020,FI0009800296,35.375,0.16,1.0,3.0512128,0.074337902512562,5.808,0.837542398566358,0.89,0.155570324991813,0.604881266490765,1.447154,0.2126333,SMALL CAP,20.0,70.0,40.0
RIAS-B.CO,Rias B,DKK,Industrials,5020,DK0010125848,17.948719,37.05,1.0,0.8656499,0.0,5.777,0.0732797989557101,2.395,0.0573967347829249,0.739114949692815,0.463842,0.4810277,SMALL CAP,40.0,30.0,10.0
